0,-0.00115719
1,-0.000872734
2,-0.000900887
3,-0.00093916
4,-0.000980593
5,-0.00102184
6,-0.00106292
7,-0.00110381
8,-0.0010332
9,-0.00132188
10,-0.00136239
11,-0.00140271
12,-0.00110118
13,-0.00170407
14,-0.00181282
15,-0.00185354
16,-0.00189407
17,-0.00193441
18,-0.00197455
19,-0.00184278
20,-0.00188343
21,-0.00192391
22,-0.0019642
23,-0.00200432
24,-0.00197796
25,-0.00195709
26,-0.00201131
27,-0.00244196
28,-0.00144326
29,-0.00143759
30,-0.0010923
31,-0.00113386
32,-0.00117909
33,-0.00120033
34,-0.0012414
35,-0.00142025
36,-0.00136725
37,-0.000747858
38,-0.000299351
39,-2.42089e-05
40,0.000121107
41,0.000106546
42,6.17042e-05
43,-1.92377e-06
44,-4.23135e-05
45,-8.25748e-05
46,-0.000126761
47,-0.000149126
48,-0.000189001
49,0.000111029
50,7.16691e-05
51,0.000660605
52,0.00061833
53,0.000576191
54,0.00053418
55,0.000488281
56,0.000551217
57,0.000509673
58,0.000398591
59,0.00062352
60,0.000630049
61,0.000975223
62,0.00102754
63,0.000987445
64,0.000947418
65,0.000907462
66,0.000867563
67,5.69059e-05
68,0.000558852
69,0.000967882
70,0.00129819
71,0.00150162
72,0.00155137
73,0.0015036
74,0.00145599
75,0.00140854
76,0.00136127
77,0.0013142
78,0.00126733
79,0.00122068
80,0.00117425
81,0.00131601
82,0.00140646
83,0.0013318
84,0.00209508
85,0.0020465
86,0.00199796
87,0.00194944
88,0.00205858
89,0.00281399
90,0.0029659
91,0.00290997
92,0.00286366
93,0.00281745
94,0.00277134
95,0.00272535
96,0.0026795
97,0.00308688
98,0.00303955
99,0.00299229
100,0.00294793
101,0.00290116
102,0.00285423
103,0.00280741
104,0.00274663
105,0.00296203
106,0.00297152
107,0.00316426
108,0.00391436
109,0.00397959
110,0.00392923
111,0.003884
112,0.00383887
113,0.00379384
114,0.00374541
115,0.00370057
116,0.00365588
117,0.00361132
118,0.00356691
119,0.00352266
120,0.00347858
121,0.00343469
122,0.00338724
123,0.0033437
124,0.00330036
125,0.00325724
126,0.00321434
127,0.00317167
128,0.00312924
129,0.00308706
130,0.00304119
131,0.00299948
132,0.00295804
133,0.00291686
134,0.00287594
135,0.00368531
136,0.00387236
137,0.00381792
138,0.00475338
139,0.00470875
140,0.0046642
141,0.00461976
142,0.00457812
143,0.00453443
144,0.00449037
145,0.00442486
146,0.00463126
147,0.00464199
148,0.00459721
149,0.00455254
150,0.00450801
151,0.00446363
152,0.0044194
153,0.00437534
154,0.00457956
155,0.00453287
156,0.00448983
157,0.00444637
158,0.00440304
159,0.00435985
160,0.00527764
161,0.0054107
162,0.00535318
163,0.00530993
164,0.00526679
165,0.00522648
166,0.0051843
167,0.00511715
168,0.00532041
169,0.00533185
170,0.00528821
171,0.00524468
172,0.00520128
173,0.00515803
174,0.00507195
175,0.00502915
176,0.00498323
177,0.00494075
178,0.00489845
179,0.00485635
180,0.00481444
181,0.00477275
182,0.00473126
183,0.00469001
184,0.00464552
185,0.00460469
186,0.00476517
187,0.00483825
188,0.00479872
189,0.00475836
190,0.00568491
191,0.0111882
192,0.0130499
193,0.0149795
194,0.0166824
195,0.0181097
196,0.0192251
197,0.0199408
198,0.0201856
199,0.0201923
200,0.0200829
201,0.0206111
202,0.020609
203,0.020552
204,0.0203406
205,0.0198618
206,0.0190384
207,0.018082
208,0.0170698
209,0.0161012
210,0.0152036
211,0.0143768
212,0.0135718
213,0.0127723
214,0.0119872
215,0.0112154
216,0.0104565
217,0.00970786
218,0.00896922
219,0.00840437
220,0.00829126
221,0.00828272
222,0.00827194
223,0.00827065
224,0.00826212
225,0.00825354
226,0.00824494
227,0.00823427
228,0.00822092
229,0.0082518
230,0.00824349
231,0.00823513
232,0.00809486
233,0.00794657
234,0.00789824
235,0.00788565
236,0.00787758
237,0.00782817
238,0.00786299
239,0.00785491
240,0.00784678
241,0.0078386
242,0.00782872
243,0.00781607
244,0.00785429
