1564960861.107804, 163245, -9
1564960875.380658, 164592, -10
1564960885.404862, 165366, -9
1564960899.793399, 166713, -10
1564960910.973514, 167616, -9
1564960926.871724, 169094, -10
1564960937.627047, 169992, -9
1564960952.769582, 171406, -10
1564960964.626908, 172432, -9
1564960973.91724, 173149, -10
1564960989.290159, 174622, -10
1564961004.623438, 176024, -9
1564961012.597124, 176614, -10
1564961025.054011, 177708, -10
1564961042.288962, 179229, -7
1564961051.292893, 179945, -10
1564961059.244637, 180535, -10
1564961073.283324, 181746, -8
1564961087.731701, 183032, -9
1564961098.950711, 184005, -10
1564961107.999566, 184721, -10
1564961126.472356, 186443, -8
1564961134.91294, 187033, -10
1564961150.946082, 188501, -8
1564961161.361694, 189344, -10
1564961177.968324, 190944, -10
1564961189.539425, 191915, -10
1564961202.881823, 193072, -9
1564961214.150728, 194046, -10
1564961227.355745, 195200, -9
1564961241.429207, 196478, -9
1564961261.631694, 198387, -9
1564961279.365384, 200047, -9
1564961298.892168, 201886, -8
1564961313.276937, 203164, -9
1564961324.722383, 204128, -9
1564961336.29573, 205100, -10
1564961352.381731, 206561, -8
1564961360.668579, 207151, -10
1564961371.141583, 207996, -10
1564961382.082336, 208896, -9
1564961398.221195, 210367, -9
1564961407.630421, 211086, -10
1564961418.928244, 212055, -10
1564961430.532358, 213029, -10
1564961444.780297, 214310, -9
1564961455.956488, 215209, -9
1564961472.23996, 216749, -10
1564961480.583656, 217339, -10
1564961490.805332, 218182, -10
1564961502.448393, 219082, -9
1564961517.673778, 220485, -9
1564961537.069201, 222068, -7
1564961550.560333, 223230, -10
1564961567.133057, 224765, -9
1564961587.972368, 226727, -8
1564961600.716335, 227823, -10
1564961617.022915, 229305, -10
1564961632.168463, 230638, -8
1564961642.731441, 231481, -10
1564961657.451123, 232833, -10
1564961670.24394, 233930, -10
1564961679.418451, 234646, -10
1564961688.882179, 235363, -10
1564961702.075911, 236531, -10
1564961718.392296, 238004, -9
1564961736.762207, 239647, -7
1564961765.240272, 242358, -6
1564961788.440314, 244578, -8
1564961809.267854, 246549, -8
1564961823.188496, 247769, -10
1564961837.826541, 249049, -9
1564961850.255412, 250143, -10
1564961865.227389, 251489, -10
1564961893.661608, 254206, -6
1564961915.055441, 256252, -9
1564961946.04701, 259299, -7
1564961972.782991, 261971, -9
1564961985.018307, 262998, -9
1564962015.437258, 265904, -6
1564962038.963657, 268119, -7
1564962055.480524, 269591, -9
1564962081.119986, 272072, -8
1564962097.869249, 273540, -8
1564962120.425237, 275702, -9
1564962139.726642, 277491, -9
1564962152.588261, 278582, -9
1564962170.855684, 280256, -10
1564962207.571122, 283924, -7
1564962231.922116, 286195, -7
1564962263.925782, 289293, -6
1564962283.135482, 291078, -9
1564962303.598821, 292995, -9
1564962315.372535, 293966, -10
1564962331.60133, 295442, -10
1564962344.138887, 296536, -10
1564962374.307403, 299453, -7
1564962390.246849, 300927, -10
1564962413.641561, 303162, -10
1564962440.395254, 305695, -8
1564962457.971294, 307310, -10
1564962480.738595, 309385, -6
1564962505.004196, 311668, -7
1564962521.952398, 313211, -10
1564962542.6265, 315198, -10
1564962570.442501, 317866, -7
1564962598.517783, 320527, -7
1564962621.500754, 322764, -10
1564962661.577021, 326655, -3
1564962688.594393, 329188, -7
1564962706.997201, 330920, -10
1564962722.031013, 332200, -9
1564962747.894875, 334600, -7
1564962766.282723, 336263, -9
1564962785.790176, 338050, -9
1564962800.827373, 339328, -9
1564962827.664605, 341857, -7
1564962869.055244, 345952, -6
1564962891.131251, 347987, -8
1564962927.830173, 351447, -4
1564962967.049605, 355218, -3
1564963013.01417, 359678, -2
1564963055.017112, 363795, -5
1564963097.370136, 367823, -3
1564963122.279573, 370168, -8
1564963161.339697, 373945, -5
1564963182.832383, 375924, -9
1564963216.873447, 379091, -6
1564963245.459348, 381753, -6
1564963278.934864, 384980, -7
1564963312.799626, 388200, -6
1564963351.512274, 391922, -5
1564963393.4685, 395962, -5
1564963439.201697, 400363, -4
1564963493.27146, 405634, -2
1564963551.209322, 411288, -2
1564963584.221108, 414377, -6
1564963627.198224, 418458, -3
1564963698.281541, 425505, -2
1564963745.51568, 430043, -4
1564963813.645995, 436775, -2
1564963843.154503, 439499, -7
1564963910.191514, 446110, -2
1564963958.307092, 450623, -2
1564964001.406413, 454793, -6
1564964037.550394, 458201, -6
1564964078.010665, 462059, -6
1564964117.718921, 465717, -4
1564964184.299597, 472263, -2
1564964229.981843, 476611, -4
1564964263.848108, 479685, -4
1564964295.145571, 482603, -7
1564964324.06771, 485203, -8
1564964377.103726, 490292, -2
1564964408.391905, 493124, -5
1564964436.134935, 495657, -7
1564964512.920194, 503104, -2
1564964578.427269, 509473, -4
1564964605.873983, 512038, -10
1564964649.421733, 516215, -7
1564964689.705991, 520008, -6
1564964734.68608, 524250, -6
1564964806.18573, 531166, -2
1564964855.525963, 535826, -4
1564964885.89003, 538612, -7
1564964956.409414, 545346, -2
1564965000.163134, 549429, -4
1564965090.257295, 558252, -2
1564965158.712348, 564779, -2
1564965240.185589, 572657, -2
1564965284.160165, 576745, -5
1564965353.419724, 583240, -2
1564965395.963089, 587132, -4
1564965467.462407, 593931, -2
1564965519.572291, 598761, -2
1564965602.382675, 606632, -2
1564965657.937147, 611792, -3
1564965722.088161, 617922, -5
1564965773.948123, 622729, -6
1564965850.963378, 630027, -2
1564965919.832625, 636568, -4
1564965984.42945, 642611, -2
1564966060.539321, 649729, -2
1564966116.337358, 654943, -4
1564966173.886231, 660302, -5
1564966230.295, 665384, -2
1564966293.656435, 671306, -5
1564966342.961909, 675762, -2
1564966451.65095, 686167, -2
1564966520.268315, 692461, -2
1564966565.905654, 696623, -6
1564966622.39819, 701711, -2
1564966683.151261, 707238, -2
1564966740.691329, 712476, -5
1564966810.897761, 718960, -2
1564966867.882716, 724063, -2
1564966936.361751, 730344, -2
1564967013.893425, 737394, -2
1564967100.824052, 745458, -2
1564967152.791341, 750111, -3
1564967186.413967, 753021, -7
1564967232.539711, 757128, -5
1564967308.447658, 764005, -2
1564967355.838144, 768145, -2
1564967408.599551, 772878, -4
1564967462.310671, 777680, -5
1564967493.4625, 780332, -6
1564967551.618859, 785424, -2
1564967589.203626, 788701, -4
1564967656.416632, 794745, -2
1564967737.24115, 802106, -2
1564967816.628689, 809225, -2
1564967912.432447, 818053, -2
1564968024.818334, 828450, -2
1564968079.223304, 833114, -3
1564968149.310913, 839518, -6
1564968180.963598, 842258, -8
1564968233.474721, 846936, -6
1564968297.682552, 852626, -3
1564968394.296329, 861260, -2
1564968457.509636, 866943, -5
1564968561.831045, 876417, -2
1564968649.197662, 884163, -2
1564968728.611002, 891219, -2
1564968793.027328, 896885, -2
1564968841.679325, 901049, -5
1564968920.92667, 908099, -2
1564968974.833038, 912700, -4
1564969040.652994, 918425, -2
1564969097.175628, 923357, -5
1564969179.650972, 930681, -2
1564969219.350378, 934030, -6
1564969278.341148, 939002, -2
1564969330.522144, 943482, -4
1564969391.189383, 948753, -2
1564969433.709329, 952276, -3
1564969476.593552, 955953, -7
1564969523.985411, 960009, -6
1564969584.016295, 965034, -2
1564969658.387946, 971520, -2
1564969747.41253, 979339, -2
1564969809.083982, 984629, -2
1564969879.684063, 990727, -2
1564969948.627951, 996576, -3
1564970068.814376, 1007229, -2
1564970093.787456, 1009193, -7
1564970149.068969, 1013839, -2
1564970223.099732, 1020129, -2
1564970357.767342, 1032110, -2
1564970446.244262, 1039784, -2
1564970537.572859, 1047606, -2
1564970626.745197, 1055292, -2
1564970682.470207, 1060026, -5
1564970720.607819, 1063127, -6
1564970770.243703, 1067285, -5
1564970813.244076, 1070894, -6
1564970879.461631, 1076370, -2
1564970923.165197, 1079953, -5
1564970989.99862, 1085558, -2
1564971038.28799, 1089526, -4
1564971081.867065, 1093049, -4
1564971144.417279, 1098278, -2
1564971168.44123, 1100115, -7
1564971193.534322, 1101956, -7
1564971231.60195, 1105076, -8
1564971273.384586, 1108550, -6
1564971339.469845, 1114074, -2
1564971379.106223, 1117295, -6
1564971448.234558, 1123085, -2
1564971510.204414, 1128235, -2
1564971551.26387, 1131446, -6
1564971615.172598, 1136781, -2
1564971685.847759, 1142683, -2
1564971792.757676, 1151816, -2
1564971935.306042, 1164047, -2
1564972017.562048, 1170974, -2
1564972077.399424, 1175908, -5
1564972133.786007, 1180515, -4
1564972230.640707, 1188711, -2
1564972276.670204, 1192325, -6
1564972333.405269, 1196986, -4
1564972391.390673, 1201634, -2
1564972454.959286, 1206854, -2
1564972547.487152, 1214598, -2
1564972673.852185, 1225184, -2
1564972766.895858, 1232981, -2
1564972850.032443, 1239829, -2
1564972909.155763, 1244599, -2
1564973044.808499, 1255903, -2
1564973111.733751, 1261296, -2
1564973223.567327, 1270673, -2
1564973284.985658, 1275564, -2
1564973428.136623, 1287478, -2
1564973479.631417, 1291577, -5
1564973610.252273, 1302480, -2
1564973718.789116, 1311301, -2
1564973790.811578, 1317092, -2
1564973958.229548, 1331108, -2
1564974065.937415, 1339994, -2
1564974183.052612, 1349501, -2
1564974226.163575, 1352838, -4
1564974282.223963, 1357265, -6
1564974365.786407, 1363984, -2
1564974542.67913, 1378570, -2
1564974686.780269, 1390426, -2
1564974840.608253, 1403035, -2
1564974977.424688, 1414114, -2
1564975075.718658, 1421980, -2
1564975164.782873, 1429029, -2
1564975233.486092, 1434431, -2
1564975351.761306, 1443830, -2
1564975487.177526, 1454805, -2
1564975634.258768, 1466717, -2
1564975759.988381, 1476657, -2
1564975852.698565, 1483946, -2
1564975939.165298, 1490736, -2
1564976040.176605, 1498722, -2
1564976201.176748, 1511526, -2
1564976272.0366, 1516987, -2
1564976373.134054, 1524911, -2
1564976446.852431, 1530565, -2
1564976523.452664, 1536365, -4
1564976611.652892, 1543161, -2
1564976773.682843, 1556091, -2
1564976916.099729, 1567197, -2
1564977054.885565, 1578120, -2
1564977203.656677, 1589822, -2
1564977315.54546, 1598513, -2
1564977440.323252, 1608103, -2
1564977542.495884, 1615976, -2
1564977628.507633, 1622526, -2
1564977710.713325, 1628755, -2
1564977785.191121, 1634342, -2
1564977876.017379, 1641075, -2
1564977976.00367, 1648756, -2
1564978109.595546, 1659022, -2
1564978276.808634, 1671886, -2
1564978468.081924, 1686778, -2
1564978626.12494, 1698954, -2
1564978916.61134, 1721447, -2
1564979307.502363, 1751805, -2
1564979714.838142, 1783193, -2
1564980094.674621, 1812257, -2
1564980263.709047, 1824999, -2
1564980442.606633, 1838431, -2
1564980575.490485, 1848146, -2
1564980694.990878, 1856972, -2
1564980756.135461, 1861224, -2
1564980827.906522, 1866367, -2
1564980972.75002, 1876959, -2
1564981163.718155, 1891140, -2
1564981513.281821, 1917263, -2
1564981927.948235, 1948203, -2
1564982164.263444, 1965603, -2
1564982339.055436, 1978335, -2
1564982472.481109, 1987764, -2
1564982656.711451, 2001120, -2
1564983050.260101, 2029834, -2
1564983304.075938, 2048250, -2
1564983595.093551, 2069124, -2
1564983833.969908, 2086327, -2
1564984073.150738, 2103289, -2
1564984623.583361, 2142851, -2
1564985035.324249, 2172070, -2
1564985273.154027, 2188842, -2
1564985409.214415, 2198217, -2
1564985730.141219, 2220670, -2
1564986121.136706, 2247939, -2
1564986622.596527, 2282836, -2
1564986724.394936, 2289635, -4
1564987188.288581, 2321602, -2
1564987504.378859, 2343236, -2
1564988389.032465, 2403829, -2
1564989226.689226, 2460695, -2
1564989641.354178, 2488337, -2
1564990187.384911, 2524610, -2
1564990689.14409, 2557664, -2
1564991264.292946, 2595401, -2
1564991929.700548, 2638833, -2
1564992436.247893, 2671495, -2
1564993115.542072, 2715233, -2
1564993822.037252, 2760443, -2
1564994072.733454, 2776074, -2
1564994283.910697, 2789251, -2
1564994535.499491, 2805017, -2
1564994927.729912, 2829491, -2
1564995323.891262, 2854145, -2
1564995799.115925, 2883814, -2
1564996207.566673, 2908994, -2
1564996348.735364, 2917447, -2
1564996515.183086, 2927532, -2
1564997193.475718, 2969143, -2
1564998139.383591, 3026838, -2
1564998857.201746, 3070201, -2
1564999681.303442, 3119645, -2
1565000232.074212, 3152318, -2
1565000861.720476, 3189445, -2
1565001487.372508, 3226123, -2
1565001854.90838, 3247550, -2
1565002061.194253, 3259198, -2
1565002564.177262, 3288486, -2
1565002785.590021, 3300964, -2
1565002942.420834, 3309787, -2
1565003188.157983, 3323782, -2
1565003660.236519, 3350713, -2
1565004116.555466, 3376819, -2
1565004737.857818, 3412063, -2
1565004978.790032, 3425315, -2
1565005399.663002, 3449052, -2
1565006144.306766, 3490866, -2
1565006709.377024, 3522217, -2
1565007014.202599, 3539038, -2
1565007340.485947, 3556927, -2
1565007841.78941, 3584614, -2
1565008110.8555, 3599059, -2
1565008864.527129, 3640359, -2
1565009660.31813, 3683566, -2
1565009936.158125, 3698393, -2
1565010471.406145, 3727002, -2
1565011574.58832, 3786251, -2
1565012149.115417, 3816610, -2
1565012350.414204, 3827060, -2
1565012487.691193, 3834155, -2
1565012759.551338, 3848152, -2
1565012964.446782, 3858793, -2
1565013282.649156, 3875374, -2
1565013635.167199, 3893594, -2
1565014140.323164, 3919984, -2
1565014483.924866, 3937575, -2
1565014862.477463, 3957116, -2
1565015352.344045, 3982243, -2
1565016186.149826, 4025032, -2
1565016670.157776, 4049774, -2
1565017261.59309, 4079763, -2
1565017796.387895, 4106712, -2
1565018324.356965, 4133344, -2
1565019090.39109, 4171717, -2
1565019656.295084, 4199788, -2
1565020484.251557, 4240879, -2
1565021030.36128, 4267823, -2
1565021568.937497, 4294141, -2
1565021675.768795, 4299192, -5
1565021767.803309, 4303538, -5
1565022477.492092, 4338196, -2
1565023075.654224, 4367093, -2
1565023572.227373, 4391191, -2
1565023721.473325, 4398286, -2
1565023900.989512, 4406581, -2
1565024062.544792, 4414192, -2
1565024632.796502, 4441448, -2
1565025216.796651, 4469521, -2
1565026063.68828, 4509857, -2
1565027098.504903, 4558927, -2
1565027821.315046, 4592828, -2
1565028208.648237, 4610934, -2
1565028709.593817, 4634089, -2
1565029615.010597, 4676142, -2
1565030497.928352, 4716864, -2
1565031102.097317, 4744626, -2
1565031493.286104, 4762236, -2
1565032251.287844, 4796678, -2
1565032561.889985, 4810676, -2
1565033229.627877, 4840715, -2
1565033684.453571, 4861099, -2
1565033889.691769, 4870220, -2
1565034170.025884, 4882502, -2
1565034542.781027, 4899097, -2
1565035070.54775, 4922766, -2
1565035402.915779, 4937210, -2
1565035565.969093, 4944326, -2
1565036117.07865, 4968846, -2
1565036391.1951, 4980640, -2
1565036692.37541, 4993835, -2
1565036887.0257, 5002082, -2
1565037259.09747, 5018157, -2
1565037704.629184, 5037660, -2
1565038268.14748, 5062142, -2
1565038652.488408, 5078796, -2
1565038991.144983, 5093417, -2
1565039423.669977, 5111958, -2
1565039696.511782, 5123668, -2
1565039900.99759, 5132358, -2
1565040045.604268, 5138455, -2
1565040196.374975, 5144796, -2
1565040381.008932, 5152342, -2
1565040612.484294, 5162167, -2
1565040786.590286, 5169461, -2
1565041376.495863, 5194636, -2
1565041754.925997, 5210769, -2
1565042476.791479, 5241330, -2
1565042962.100029, 5261928, -2
1565043707.974514, 5293342, -2
1565044232.021571, 5315368, -2
1565045219.462129, 5356724, -2
1565045722.253285, 5377402, -2
1565046175.563592, 5396136, -2
1565046656.246695, 5415795, -2
1565047685.015876, 5458483, -2
1565048355.336561, 5485669, -2
1565048729.28295, 5500948, -2
1565048981.929212, 5510947, -2
1565049664.644022, 5538874, -2
1565050297.194125, 5564329, -2
1565051066.177825, 5595244, -2
1565051544.771457, 5614541, -2
1565052100.380611, 5636875, -2
1565052721.675745, 5661494, -2
1565053319.768382, 5685099, -2
1565053999.174165, 5712175, -2
1565054314.406721, 5724597, -2
1565054648.172616, 5737455, -2
1565055248.479556, 5761124, -2
1565055818.546744, 5783274, -2
1565056315.33629, 5802777, -2
1565056774.432062, 5820691, -2
1565057390.272705, 5844473, -2
1565057915.510478, 5864903, -2
1565058232.967867, 5876872, -2
1565058575.157359, 5889968, -2
1565058843.125216, 5900192, -2
1565059368.716635, 5920197, -2
1565059946.86972, 5942408, -2
1565060426.802841, 5958111, -2
